hotel_name,district,address,city,source_status,booking_search_url,expedia_search_url,agoda_search_url,official_license
فندق ذا بلتمور المدينة,المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق جراند ميلينيوم الحرم,المنطقة المركزية,قرب المسجد النبوي,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق روتانا المناخة المدينة,المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق جيور المدينة,المنطقة المركزية,قرب المسجد النبوي,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق إيوا إكسبريس المدينة,خارج المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق آفال,خارج المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق سيجنتشر جيست المدينة,خارج المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق دار الرضا,خارج المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق ميراج السلام,المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق سرايا طابة,المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق زها المدينة,خارج المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق درة الإيمان,المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق ديار المدينة,خارج المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق منازل الصافية,المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق المدينة الذهبي,المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
فندق نزل الهجرة,المنطقة المركزية,المدينة المنورة,المدينة المنورة,Aggregated; verify license before contracting,https://www.booking.com/city/sa/medina.html,https://www.expedia.com/Madinah-Hotels.d602705.Travel-Guide-Hotels,https://www.agoda.com/city/medina-sa.html,
